OrderKey,OrderAlternateKey,Order Date,Ship Date,Ship Mode
105340,CA-2014-105340,11/22/2014,11/25/2014,First Class
131583,US-2017-131583,06/10/2017,06/10/2017,Same Day
148362,US-2017-148362,07/01/2017,07/08/2017,Standard Class
102274,CA-2014-102274,11/21/2014,11/26/2014,Standard Class
129700,CA-2015-129700,05/04/2015,05/05/2015,First Class
168739,CA-2017-168739,5/29/2017,06/05/2017,Standard Class
152527,CA-2015-152527,10/17/2015,10/17/2015,Same Day
150119,US-2014-150119,4/23/2014,4/27/2014,Standard Class
150847,US-2017-150847,4/30/2017,05/06/2017,Standard Class
100244,CA-2016-100244,9/20/2016,9/24/2016,Standard Class
116540,CA-2016-116540,09/02/2016,09/02/2016,Same Day
151841,CA-2015-151841,4/27/2015,05/02/2015,Standard Class
150791,CA-2015-150791,09/06/2015,9/13/2015,Standard Class
134803,CA-2016-134803,5/28/2016,06/03/2016,Standard Class
153381,CA-2015-153381,9/24/2015,9/28/2015,Standard Class
111024,US-2017-111024,07/03/2017,07/06/2017,Second Class
148264,CA-2017-148264,12/08/2017,12/09/2017,First Class
131212,CA-2017-131212,12/05/2017,12/09/2017,Standard Class
100531,US-2015-100531,9/27/2015,9/29/2015,First Class
152583,CA-2017-152583,10/30/2017,10/30/2017,Same Day
144099,CA-2015-144099,11/29/2015,11/30/2015,Same Day
158337,CA-2014-158337,03/11/2014,3/14/2014,Second Class
168858,CA-2017-168858,11/19/2017,11/23/2017,Standard Class
116344,CA-2016-116344,7/29/2016,08/02/2016,Standard Class
131779,CA-2015-131779,06/12/2015,6/17/2015,Standard Class
158869,CA-2016-158869,08/06/2016,08/07/2016,First Class
102554,CA-2017-102554,06/11/2017,6/15/2017,Standard Class
162614,CA-2016-162614,10/07/2016,10/13/2016,Standard Class
168592,CA-2014-168592,09/08/2014,9/14/2014,Standard Class
157609,CA-2014-157609,3/16/2014,3/21/2014,Second Class
153325,CA-2015-153325,03/01/2015,03/02/2015,Second Class
153626,CA-2015-153626,07/09/2015,7/14/2015,Standard Class
166485,CA-2016-166485,2/20/2016,2/27/2016,Standard Class
136448,CA-2017-136448,9/16/2017,9/18/2017,First Class
114258,CA-2017-114258,11/05/2017,11/10/2017,Second Class
152611,CA-2015-152611,2/20/2015,2/23/2015,Second Class
165470,CA-2016-165470,11/25/2016,11/30/2016,Standard Class
128699,CA-2017-128699,12/03/2017,12/05/2017,Second Class
147242,US-2015-147242,09/10/2015,9/14/2015,Standard Class
146143,CA-2016-146143,12/14/2016,12/19/2016,Standard Class
100888,CA-2015-100888,04/06/2015,04/10/2015,Standard Class
150035,US-2016-150035,12/01/2016,12/05/2016,Standard Class
122644,CA-2017-122644,11/12/2017,11/17/2017,Standard Class
111815,CA-2017-111815,03/03/2017,03/10/2017,Standard Class
144911,CA-2016-144911,11/27/2016,11/30/2016,First Class
143385,CA-2014-143385,8/31/2014,09/05/2014,Standard Class
131289,CA-2016-131289,12/08/2016,12/14/2016,Standard Class
124023,CA-2014-124023,04/07/2014,04/10/2014,First Class
124688,CA-2014-124688,8/27/2014,8/29/2014,First Class
151169,CA-2016-151169,10/21/2016,10/26/2016,Standard Class
134761,US-2016-134761,11/30/2016,11/30/2016,Same Day
120705,CA-2017-120705,09/05/2017,09/11/2017,Standard Class
157322,CA-2015-157322,07/02/2015,07/06/2015,Standard Class
142034,CA-2017-142034,9/24/2017,9/28/2017,Standard Class
107328,CA-2016-107328,08/08/2016,8/15/2016,Standard Class
108616,CA-2016-108616,9/29/2016,10/03/2016,Standard Class
125115,CA-2017-125115,04/10/2017,04/10/2017,Same Day
150945,CA-2016-150945,12/18/2016,12/20/2016,Second Class
166863,CA-2014-166863,6/20/2014,6/24/2014,Standard Class
140326,CA-2017-140326,09/04/2017,09/06/2017,First Class
168536,CA-2016-168536,12/20/2016,12/24/2016,Standard Class
113649,US-2016-113649,08/09/2016,08/12/2016,First Class
124975,CA-2015-124975,6/22/2015,6/25/2015,First Class
168767,CA-2015-168767,04/10/2015,4/15/2015,Standard Class
114482,CA-2016-114482,11/21/2016,11/25/2016,Second Class
137673,CA-2016-137673,09/05/2016,09/10/2016,Standard Class
132731,CA-2016-132731,11/24/2016,11/28/2016,Standard Class
148922,CA-2017-148922,12/10/2017,12/15/2017,Second Class
130680,CA-2016-130680,6/24/2016,6/29/2016,Standard Class
141145,CA-2015-141145,9/17/2015,9/23/2015,Standard Class
152835,US-2016-152835,5/19/2016,5/23/2016,Standard Class
155565,CA-2016-155565,5/28/2016,5/28/2016,Same Day
110849,CA-2014-110849,4/18/2014,4/23/2014,Standard Class
145842,CA-2016-145842,6/17/2016,6/20/2016,Second Class
158771,CA-2014-158771,05/09/2014,05/09/2014,Same Day
157511,CA-2016-157511,9/18/2016,9/20/2016,First Class
121216,CA-2017-121216,12/23/2017,12/25/2017,Second Class
155292,CA-2017-155292,10/30/2017,11/01/2017,First Class
152555,CA-2016-152555,3/29/2016,04/02/2016,Second Class
107832,CA-2017-107832,11/23/2017,11/26/2017,Second Class
120838,CA-2014-120838,3/23/2014,3/26/2014,Second Class
118542,CA-2017-118542,12/01/2017,12/05/2017,Standard Class
152737,CA-2017-152737,11/07/2017,11/12/2017,Standard Class
109757,CA-2017-109757,09/04/2017,09/09/2017,Second Class
130029,CA-2016-130029,07/03/2016,07/06/2016,First Class
103877,CA-2017-103877,09/07/2017,9/14/2017,Standard Class
137176,CA-2016-137176,09/09/2016,9/14/2016,Second Class
168109,CA-2017-168109,07/03/2017,07/03/2017,Same Day
126081,US-2017-126081,6/29/2017,07/04/2017,Standard Class
117023,CA-2017-117023,08/07/2017,08/12/2017,Standard Class
143532,CA-2015-143532,3/19/2015,3/24/2015,Standard Class
103163,CA-2016-103163,06/07/2016,06/11/2016,Standard Class
104157,CA-2016-104157,7/25/2016,7/29/2016,Standard Class
117807,CA-2017-117807,10/01/2017,10/07/2017,Standard Class
121650,CA-2015-121650,12/10/2015,12/16/2015,Standard Class
161823,CA-2017-161823,09/03/2017,09/08/2017,Standard Class
121839,CA-2017-121839,9/24/2017,9/28/2017,Standard Class
158729,CA-2017-158729,12/19/2017,12/21/2017,First Class
146535,CA-2017-146535,11/24/2017,11/30/2017,Standard Class
154186,CA-2014-154186,12/13/2014,12/15/2014,Second Class
108434,CA-2016-108434,12/05/2016,12/07/2016,Second Class
164154,CA-2016-164154,09/11/2016,9/17/2016,Standard Class
148012,CA-2017-148012,12/09/2017,12/15/2017,Standard Class
102869,CA-2014-102869,09/09/2014,9/14/2014,Second Class
138310,CA-2017-138310,6/26/2017,6/30/2017,Standard Class
159835,CA-2014-159835,11/17/2014,11/24/2014,Standard Class
112956,CA-2017-112956,8/21/2017,8/27/2017,Standard Class
119683,CA-2016-119683,03/12/2016,3/16/2016,Second Class
163559,CA-2014-163559,9/23/2014,9/28/2014,Second Class
140228,CA-2014-140228,4/28/2014,05/03/2014,Standard Class
131674,US-2016-131674,11/29/2016,12/01/2016,Second Class
110093,CA-2015-110093,12/03/2015,12/08/2015,Standard Class
112529,CA-2017-112529,11/19/2017,11/21/2017,First Class
154536,CA-2016-154536,09/05/2016,09/09/2016,Standard Class
141929,CA-2017-141929,09/04/2017,09/08/2017,Standard Class
109743,CA-2016-109743,9/22/2016,9/29/2016,Standard Class
159184,CA-2014-159184,9/14/2014,9/19/2014,Standard Class
113530,CA-2017-113530,5/19/2017,5/21/2017,Second Class
169726,CA-2014-169726,08/09/2014,8/13/2014,Standard Class
155957,CA-2017-155957,11/26/2017,11/30/2017,Standard Class
132178,CA-2017-132178,05/03/2017,05/08/2017,Second Class
145177,CA-2016-145177,11/10/2016,11/14/2016,Standard Class
156594,CA-2014-156594,12/20/2014,12/23/2014,Second Class
146528,CA-2014-146528,7/25/2014,7/27/2014,Second Class
168459,CA-2015-168459,11/22/2015,11/27/2015,Standard Class
109960,CA-2017-109960,12/09/2017,12/11/2017,Second Class
133004,CA-2017-133004,8/31/2017,09/05/2017,Standard Class
168102,CA-2017-168102,4/24/2017,4/30/2017,Standard Class
158036,CA-2017-158036,09/08/2017,9/14/2017,Standard Class
128083,CA-2015-128083,03/12/2015,3/17/2015,Standard Class
161676,CA-2016-161676,7/18/2016,7/23/2016,Standard Class
155005,CA-2016-155005,6/13/2016,6/15/2016,Second Class
129777,US-2017-129777,07/03/2017,07/09/2017,Standard Class
129364,CA-2014-129364,12/08/2014,12/13/2014,Standard Class
104969,CA-2016-104969,04/08/2016,4/14/2016,Standard Class
154109,CA-2017-154109,11/06/2017,11/11/2017,Standard Class
156440,CA-2015-156440,12/05/2015,12/09/2015,Standard Class
132626,CA-2015-132626,07/09/2015,7/14/2015,Standard Class
102792,CA-2016-102792,12/13/2016,12/19/2016,Standard Class
108567,CA-2016-108567,5/20/2016,5/24/2016,Standard Class
140760,CA-2017-140760,06/02/2017,06/05/2017,Second Class
131359,US-2015-131359,10/30/2015,11/02/2015,Second Class
142097,CA-2016-142097,10/15/2016,10/20/2016,Standard Class
151680,CA-2015-151680,11/19/2015,11/21/2015,Second Class
140039,CA-2014-140039,9/13/2014,9/17/2014,Standard Class
160416,CA-2017-160416,11/13/2017,11/18/2017,Second Class
169411,CA-2017-169411,12/24/2017,12/29/2017,Standard Class
126543,CA-2016-126543,01/09/2016,1/13/2016,Second Class
104941,CA-2015-104941,6/13/2015,6/19/2015,Standard Class
160087,CA-2017-160087,3/18/2017,3/22/2017,Standard Class
120544,CA-2014-120544,11/23/2014,11/27/2014,Standard Class
113670,CA-2017-113670,10/15/2017,10/17/2017,First Class
166198,CA-2017-166198,4/21/2017,4/24/2017,First Class
135608,CA-2014-135608,12/08/2014,12/10/2014,Second Class
144568,CA-2017-144568,5/29/2017,06/02/2017,Standard Class
142370,CA-2016-142370,9/19/2016,9/23/2016,Standard Class
105900,CA-2016-105900,9/17/2016,9/23/2016,Standard Class
151155,CA-2016-151155,12/20/2016,12/24/2016,Standard Class
144036,CA-2017-144036,11/22/2017,11/26/2017,Standard Class
169789,US-2014-169789,12/30/2014,01/04/2015,Standard Class
127264,CA-2017-127264,04/03/2017,04/05/2017,First Class
151512,CA-2016-151512,12/26/2016,01/02/2017,Standard Class
165169,CA-2016-165169,06/05/2016,06/11/2016,Standard Class
109575,CA-2015-109575,9/18/2015,9/23/2015,Standard Class
168193,CA-2017-168193,03/06/2017,03/11/2017,Second Class
115476,CA-2016-115476,3/17/2016,3/17/2016,Same Day
133340,CA-2016-133340,12/09/2016,12/13/2016,Standard Class
137848,CA-2016-137848,1/15/2016,1/21/2016,Standard Class
113047,CA-2014-113047,10/24/2014,10/24/2014,Same Day
149979,CA-2016-149979,9/23/2016,9/28/2016,Second Class
161956,CA-2017-161956,8/27/2017,8/29/2017,Second Class
116799,CA-2016-116799,03/03/2016,03/06/2016,First Class
111283,CA-2016-111283,2/29/2016,03/04/2016,Standard Class
167745,CA-2015-167745,9/18/2015,9/23/2015,Standard Class
104577,CA-2017-104577,05/12/2017,5/17/2017,Standard Class
156251,CA-2016-156251,8/13/2016,8/18/2016,Second Class
125878,CA-2017-125878,2/25/2017,03/02/2017,Standard Class
163153,CA-2016-163153,3/21/2016,3/25/2016,Standard Class
103205,CA-2015-103205,12/08/2015,12/10/2015,Second Class
153913,CA-2014-153913,12/16/2014,12/20/2014,Second Class
155530,CA-2016-155530,12/17/2016,12/21/2016,Standard Class
101196,US-2016-101196,05/12/2016,5/17/2016,Standard Class
115357,CA-2014-115357,08/06/2014,08/11/2014,Second Class
102715,US-2014-102715,04/11/2014,4/13/2014,Second Class
107937,CA-2015-107937,05/03/2015,05/08/2015,Standard Class
148768,US-2017-148768,11/30/2017,12/02/2017,Second Class
118521,CA-2017-118521,2/16/2017,2/20/2017,Standard Class
149643,CA-2014-149643,11/16/2014,11/20/2014,Standard Class
135314,CA-2015-135314,07/09/2015,7/14/2015,Second Class
165204,CA-2017-165204,11/13/2017,11/16/2017,Second Class
125752,CA-2017-125752,7/31/2017,08/04/2017,Standard Class
112487,CA-2017-112487,12/26/2017,12/30/2017,Standard Class
144218,CA-2016-144218,10/31/2016,11/04/2016,Standard Class
169971,CA-2016-169971,09/04/2016,09/09/2016,Standard Class
133508,US-2016-133508,4/17/2016,4/21/2016,Standard Class
107139,CA-2014-107139,07/05/2014,07/11/2014,Standard Class
111325,CA-2015-111325,2/27/2015,2/28/2015,First Class
163762,CA-2015-163762,11/27/2015,12/01/2015,Standard Class
117163,US-2014-117163,1/27/2014,02/02/2014,Standard Class
121314,CA-2017-121314,9/23/2017,9/26/2017,First Class
147760,CA-2017-147760,11/04/2017,11/05/2017,First Class
156503,CA-2016-156503,10/14/2016,10/20/2016,Standard Class
113628,CA-2015-113628,11/12/2015,11/19/2015,Standard Class
147753,CA-2017-147753,03/05/2017,03/05/2017,Same Day
103961,CA-2015-103961,11/05/2015,11/09/2015,Standard Class
152471,CA-2016-152471,07/08/2016,07/08/2016,Same Day
102582,CA-2015-102582,9/15/2015,9/19/2015,Standard Class
141873,CA-2017-141873,10/09/2017,10/14/2017,Standard Class
140984,CA-2015-140984,9/14/2015,9/18/2015,Standard Class
132801,CA-2014-132801,10/07/2014,10/12/2014,Standard Class
141733,CA-2017-141733,05/07/2017,05/11/2017,Standard Class
111927,US-2015-111927,11/14/2015,11/19/2015,Standard Class
105984,CA-2014-105984,11/24/2014,11/24/2014,Same Day
100363,CA-2014-100363,04/08/2014,4/15/2014,Standard Class
126760,CA-2014-126760,7/26/2014,08/02/2014,Standard Class
109162,US-2014-109162,06/08/2014,06/12/2014,Standard Class
101931,CA-2014-101931,10/28/2014,10/31/2014,First Class
129000,CA-2017-129000,11/25/2017,11/27/2017,Second Class
161053,CA-2017-161053,9/22/2017,9/23/2017,First Class
142377,CA-2015-142377,12/04/2015,12/09/2015,Standard Class
127593,CA-2015-127593,9/21/2015,9/21/2015,Same Day
130526,CA-2017-130526,11/26/2017,11/29/2017,First Class
131849,US-2017-131849,06/06/2017,06/10/2017,Standard Class
105389,US-2017-105389,10/23/2017,10/28/2017,Second Class
140816,CA-2014-140816,12/20/2014,12/20/2014,Same Day
154039,CA-2017-154039,2/17/2017,2/22/2017,Standard Class
135755,CA-2014-135755,05/03/2014,05/10/2014,Standard Class
123246,CA-2017-123246,10/17/2017,10/19/2017,Second Class
157133,CA-2015-157133,11/28/2015,12/03/2015,Standard Class
124709,CA-2014-124709,7/27/2014,7/29/2014,Second Class
146360,CA-2017-146360,4/23/2017,4/25/2017,Second Class
132486,CA-2015-132486,10/23/2015,10/27/2015,Second Class
136231,CA-2016-136231,09/05/2016,09/07/2016,Second Class
140641,CA-2016-140641,10/28/2016,11/02/2016,Standard Class
151001,CA-2014-151001,04/05/2014,04/07/2014,First Class
129896,CA-2015-129896,6/15/2015,6/20/2015,Standard Class
152849,CA-2014-152849,07/05/2014,07/12/2014,Standard Class
127341,US-2017-127341,1/29/2017,02/02/2017,Standard Class
167759,CA-2016-167759,03/03/2016,03/08/2016,Second Class
100895,CA-2014-100895,06/02/2014,06/06/2014,Standard Class
163881,US-2016-163881,11/24/2016,11/30/2016,Standard Class
144547,US-2016-144547,11/10/2016,11/14/2016,Standard Class
112200,US-2014-112200,11/22/2014,11/28/2014,Standard Class
110212,CA-2017-110212,05/01/2017,05/05/2017,Standard Class
134285,CA-2017-134285,12/07/2017,12/12/2017,Standard Class
102267,CA-2017-102267,11/30/2017,12/04/2017,Standard Class
157980,CA-2017-157980,12/07/2017,12/09/2017,First Class
121097,CA-2015-121097,01/03/2015,01/08/2015,Standard Class
151043,CA-2015-151043,11/14/2015,11/20/2015,Standard Class
119312,US-2015-119312,10/02/2015,10/07/2015,Second Class
167010,CA-2015-167010,04/05/2015,04/10/2015,Standard Class
126788,CA-2017-126788,06/05/2017,06/06/2017,First Class
148068,CA-2017-148068,9/18/2017,9/25/2017,Standard Class
142573,US-2017-142573,7/18/2017,7/23/2017,Standard Class
148817,US-2015-148817,12/01/2015,12/07/2015,Standard Class
110044,CA-2016-110044,6/28/2016,07/02/2016,Second Class
146920,CA-2017-146920,8/28/2017,09/01/2017,Standard Class
103940,CA-2014-103940,9/17/2014,9/21/2014,Standard Class
162082,CA-2016-162082,3/14/2016,3/17/2016,First Class
132094,CA-2016-132094,8/26/2016,09/02/2016,Standard Class
123001,CA-2017-123001,09/02/2017,09/08/2017,Standard Class
118955,CA-2015-118955,6/16/2015,6/20/2015,Standard Class
143448,US-2016-143448,12/10/2016,12/10/2016,Same Day
117863,CA-2017-117863,5/18/2017,5/23/2017,Standard Class
160458,CA-2017-160458,5/27/2017,5/29/2017,Second Class
142685,US-2016-142685,6/23/2016,6/30/2016,Standard Class
133144,CA-2016-133144,5/16/2016,5/21/2016,Second Class
167871,CA-2017-167871,11/18/2017,11/23/2017,Standard Class
119963,CA-2016-119963,11/18/2016,11/22/2016,Standard Class
121167,CA-2014-121167,11/28/2014,11/30/2014,Second Class
151862,US-2016-151862,03/01/2016,03/08/2016,Standard Class
152961,CA-2017-152961,1/15/2017,1/19/2017,Standard Class
133228,CA-2014-133228,04/04/2014,04/09/2014,Standard Class
114951,CA-2016-114951,6/26/2016,07/03/2016,Standard Class
156573,CA-2016-156573,5/29/2016,06/02/2016,Standard Class
113901,CA-2015-113901,10/19/2015,10/24/2015,Standard Class
134838,CA-2017-134838,2/19/2017,2/20/2017,First Class
120257,CA-2016-120257,9/22/2016,9/28/2016,Standard Class
164910,CA-2014-164910,11/12/2014,11/17/2014,Second Class
149902,CA-2016-149902,04/01/2016,04/06/2016,Standard Class
146010,CA-2016-146010,5/20/2016,5/23/2016,First Class
163685,US-2015-163685,06/01/2015,06/05/2015,Standard Class
135090,CA-2014-135090,11/22/2014,11/26/2014,Standard Class
132374,CA-2015-132374,2/22/2015,2/24/2015,Second Class
167556,CA-2016-167556,3/29/2016,04/02/2016,Standard Class
116400,US-2016-116400,10/22/2016,10/24/2016,First Class
101308,CA-2017-101308,10/02/2017,10/07/2017,Standard Class
114517,CA-2014-114517,12/23/2014,12/27/2014,Standard Class
119564,CA-2017-119564,12/15/2017,12/20/2017,Standard Class
135265,CA-2016-135265,07/07/2016,07/09/2016,Second Class
108735,CA-2016-108735,4/17/2016,4/21/2016,Standard Class
112333,CA-2017-112333,04/08/2017,4/14/2017,Standard Class
159415,US-2016-159415,4/17/2016,4/22/2016,Standard Class
122588,CA-2014-122588,11/25/2014,11/27/2014,Second Class
137589,CA-2014-137589,11/03/2014,11/08/2014,Standard Class
161998,CA-2015-161998,05/01/2015,05/05/2015,Standard Class
105627,CA-2015-105627,03/08/2015,03/12/2015,Standard Class
149629,US-2015-149629,7/17/2015,7/20/2015,Second Class
116834,CA-2014-116834,10/11/2014,10/16/2014,Standard Class
145730,CA-2016-145730,03/03/2016,03/08/2016,Standard Class
168732,US-2015-168732,12/10/2015,12/16/2015,Standard Class
107468,CA-2015-107468,12/18/2015,12/22/2015,Standard Class
144463,CA-2017-144463,01/01/2017,01/05/2017,Standard Class
100811,CA-2017-100811,11/21/2017,11/24/2017,First Class
153612,CA-2015-153612,12/22/2015,12/27/2015,Standard Class
165624,CA-2015-165624,8/23/2015,8/28/2015,Standard Class
154963,CA-2014-154963,6/22/2014,6/27/2014,Standard Class
130764,CA-2017-130764,10/27/2017,10/28/2017,First Class
139311,CA-2017-139311,08/11/2017,8/13/2017,First Class
124296,CA-2017-124296,12/24/2017,12/28/2017,Standard Class
169957,CA-2016-169957,9/26/2016,9/30/2016,Standard Class
108777,US-2016-108777,12/12/2016,12/12/2016,Same Day
148859,CA-2015-148859,12/28/2015,01/01/2016,Standard Class
110786,CA-2014-110786,12/29/2014,01/02/2015,Standard Class
137750,CA-2015-137750,6/25/2015,6/30/2015,Standard Class
136378,CA-2015-136378,04/02/2015,04/07/2015,Standard Class
100356,CA-2017-100356,10/21/2017,10/25/2017,Standard Class
166520,US-2015-166520,7/16/2015,7/19/2015,First Class
136350,CA-2017-136350,6/24/2017,6/26/2017,Second Class
122931,CA-2014-122931,9/29/2014,10/03/2014,Standard Class
163034,CA-2014-163034,11/24/2014,11/28/2014,Standard Class
124058,CA-2015-124058,11/20/2015,11/24/2015,Standard Class
129196,CA-2016-129196,11/01/2016,11/07/2016,Standard Class
138716,US-2015-138716,9/17/2015,9/20/2015,First Class
122182,US-2016-122182,03/10/2016,3/14/2016,Standard Class
130358,US-2014-130358,6/23/2014,6/26/2014,First Class
102673,CA-2014-102673,11/01/2014,11/05/2014,Standard Class
145303,CA-2016-145303,8/28/2016,8/31/2016,First Class
156104,CA-2015-156104,12/06/2015,12/08/2015,Second Class
164308,US-2015-164308,9/24/2015,9/27/2015,First Class
108112,CA-2017-108112,11/15/2017,11/20/2017,Standard Class
100685,CA-2015-100685,12/19/2015,12/21/2015,Second Class
165414,CA-2015-165414,12/21/2015,12/24/2015,First Class
140417,CA-2016-140417,9/25/2016,9/29/2016,Standard Class
151316,US-2017-151316,6/24/2017,6/30/2017,Standard Class
163692,CA-2017-163692,09/07/2017,09/09/2017,First Class
111913,CA-2016-111913,08/04/2016,08/06/2016,Second Class
156559,US-2014-156559,8/19/2014,8/26/2014,Standard Class
161473,CA-2016-161473,04/01/2016,04/05/2016,Standard Class
166576,CA-2017-166576,5/16/2017,5/18/2017,First Class
102491,CA-2015-102491,8/24/2015,8/28/2015,Standard Class
116904,CA-2014-116904,9/23/2014,9/28/2014,Standard Class
